short_name,nationality,overall,player_positions
G. Tomasini,Argentina,66,CB
R. Vera,Argentina,66,CB
F. Crivelli,Argentina,66,GK
P. Campodonico,Argentina,66,GK
K. Lefaix,France,66,ST
N. Fagúndez,Uruguay,66,CAM
A. Armstrong,England,65,"CF, ST"
T. Ambrose,France,65,"ST, RW"
A. Leya Iseka,Belgium,65,ST
D. Solanke,England,65,ST
J. Drommel,Netherlands,65,GK
P. Roberts,England,65,RM
J. Schuurman,Netherlands,65,"CAM, CM"
Jurgi,Spain,65,"RM, CAM"
B. Galloway,England,65,"LB, CB"
A. Blin,France,65,"CM, CDM"
A. Araujo,France,65,"CAM, LW, ST"
I. Jeraldino,Chile,65,ST
D. Pantić,Serbia,65,"CAM, LW"
Etxeberría,Spain,65,"RB, RM, LB"
G. Kyei,France,65,ST
Romário Baldé,Portugal,65,"LW, ST"
Iriondo,Spain,65,LB
C. Sepúlveda,Chile,65,"RM, LM"
F. Rodriguez,Switzerland,65,"RM, LM, CAM"
S. Locigno,Belgium,65,RB
N. Chamed,Comoros,65,"RM, LM"
P. Bråtveit,Norway,65,GK
P. McNair,Northern Ireland,65,CB
R. Christie,Scotland,65,CAM
M. Tounkara,Spain,65,ST
A. Timofeev,Russia,65,CDM
A. Kawaya,Belgium,65,LM
A. El Messaoudi,Morocco,65,"CDM, CB"
J. Ikaunieks,Latvia,65,"CAM, RM, LM"
G. Cotugno,Uruguay,65,"LB, RB, CB"
Z. Allée,France,65,"LM, CAM"
J. Pickford,England,65,GK
C. Paterson,Scotland,65,"RB, ST"
B. Halimi,Kosovo,65,"CAM, RM"
W. Saïd,France,65,"LW, CAM"
D. Melo,Chile,65,GK
Jason,Spain,65,"RM, CF, ST"
M. Thorsby,Norway,65,"CAM, LW"
E. Boateng,Ghana,65,"ST, RW"
Cardoso,Portugal,65,"RM, LM"
A. Batyutin,Russia,65,"ST, CAM"
S. Rosso,Italy,65,LW
C. Montes,Mexico,65,CB
S. Wieser,Liechtenstein,65,CDM
D. Johnson,Jamaica,65,"CM, CAM, CDM"
J. Newell,England,65,"LM, LB, CM"
R. Schoofs,Belgium,65,"CM, CDM"
H. Toffolo,England,65,"LB, LWB"
A. Götz,Germany,65,"RB, RM"
K. Haugen,Norway,65,LB
D. Daniels,Montserrat,65,CB
G. Laborde,France,65,ST
C. Donis,Greece,65,"CM, CDM, CAM"
R. Marcos,Mozambique,65,"LB, LM"
K. Gorré,Netherlands,65,LW
S. Rossbach,Norway,65,GK
P. Solomatin,Russia,65,"ST, RW"
C. Higuita,Colombia,65,CDM
J. Dinenno,Argentina,65,ST
Y. Kaabouni,France,65,"CM, RM"
R. Vloet,Netherlands,65,"CAM, ST"
R. Dekker,Netherlands,65,CM
C. Dessers,Belgium,65,ST
P. Vouros,Greece,65,"CB, RB"
V. Bora,Turkey,65,"CM, CAM"
C. Leemans,Netherlands,65,CM
M. Wolf,Germany,65,"RM, ST"
Jorge Sáenz,Spain,65,"CB, CDM"
B. Tosun,Turkey,65,ST
M. Fares,Algeria,65,LW
Àlex Corredera,Spain,65,"CAM, LM"
Arroyo,Spain,65,RB
J. Bond,England,65,GK
J. Forster-Caskey,England,65,CM
M. Angha,Switzerland,65,RB
K. Mayi,France,65,"ST, RM"
C. Nørgaard,Denmark,65,CM
Brandon,Spain,65,"ST, CAM, LM, CF"
A. Mabil,Australia,65,RW
João Pedro,Portugal,65,CM
N. Orellana,Chile,65,"LW, ST"
J. Karlström,Sweden,65,CM
L. Giannetti,Argentina,65,CB
L. Spalvis,Lithuania,65,ST
I. Mystakidis,Greece,65,"ST, RM, LM"
S. Lizana,Chile,65,CAM
F. Bellocq,Argentina,65,CM
Bruno Nazario,Brazil,65,"LM, CAM, RM"
N. Sonko Sundberg,Sweden,65,CB
Janio Bikel,Portugal,65,CM
A. Camara,Guinea,65,"LW, ST, LM"
M. Cacutalua,Germany,65,CB
C. Rivas,Colombia,65,"LM, LW, ST"
T. Väyrynen,Finland,65,ST
Z. Kalmár,Hungary,65,"CAM, CM"
K. Mets,Estonia,65,"CB, CM, CDM"
F. Alashe,United States,65,"CDM, CM, CB"
A. Öztürk,Turkey,65,"CB, CDM"
Frédéric Maciel,Portugal,65,RM
Fali,Spain,65,"CDM, CM, CB"
F. Noor,Netherlands,65,"CM, CDM"
M. Zúñiga,Mexico,65,ST
G. Gardner,England,65,"CDM, CM"
A. Sarcevic,England,65,CAM
J. Clarke-Harris,England,65,ST
G. Bigirimana,England,65,"CM, CDM"
M. van Buren,Netherlands,65,ST
S. Khelifi,Switzerland,65,"LM, CAM, RM"
S. Maier,Germany,65,"LM, CAM, RM"
A. Lozano,Honduras,65,"ST, CF"
M. Pigliacelli,Italy,65,GK
S. Arthurworrey,England,65,CB
E. Fryers,England,65,"LB, CB"
E. Omgba,Cameroon,65,"CDM, CM"
D. Wydra,Austria,65,"CDM, CM"
K. Larsen,Denmark,65,"CB, LB"
C. Jullien,France,65,CB
W. Marinus,Netherlands,65,"CAM, ST"
B. Lazić,Bosnia Herzegovina,65,"RW, LW"
K. Altınay,Turkey,65,"RB, CB, CDM"
Tiá Sastre,Spain,65,"CAM, CM, LM"
R. Klaasen,Netherlands,65,CDM
Willyan,Brazil,65,RW
Casado,Spain,65,"CB, CDM"
Koo Ja Ryong,Korea Republic,65,CB
J. Cabot,France,65,"LM, RM"
D. Serna,United States,65,"RM, LM"
W. Troost-Ekong,Nigeria,65,CB
R. Ureña,Chile,65,"CM, CDM"
J. Duma,Argentina,65,"ST, RW"
Alberto,Spain,65,"CB, CDM"
P. Bijen,Netherlands,65,CB
F. Carmona,Chile,65,"CAM, CM"
J. Figal,Argentina,65,CB
S. Ceballos,Mexico,65,CDM
F. Hadergjonaj,Switzerland,65,"RB, RM"
N. Hagglund,United States,65,"CB, RB"
Yelko Pino,Spain,65,CAM
B. Schmitz,Germany,65,"RB, LB"
Álvaro Bustos,Spain,65,LW
L. Paganini,Italy,65,"RM, LM, RW"
M. Šitum,Croatia,65,"CF, LW"
Pedro Monteiro,Portugal,65,CB
Jordan,Spain,65,"CM, CAM"
Gian Martins,Brazil,65,CM
Hugo Gomes,Brazil,65,CB
R. Krunic,Bosnia Herzegovina,65,CAM
Kiko Femenía,Spain,65,"RM, RW"
D. Falcinelli,Italy,65,"ST, LW"
A. Chochiev,Russia,65,"RM, CAM, RW"
A. Nieto,Mexico,65,CAM
O. Buff,Switzerland,65,"CM, CDM, CAM"
K. Zohore,Denmark,65,ST
R. Mulumba,DR Congo,65,"CDM, CM"
E. İşcan,Turkey,65,GK
A. Crescenzi,Italy,65,"RB, LB, LM"
E. Makhmudov,Russia,65,"CAM, CM, RM"
K. Simon,Hungary,65,"RW, LW, RM, CAM"
W. Keane,England,65,ST
D. Amankwaa,Denmark,65,"RM, LM"
R. Freuler,Switzerland,65,"CM, CDM, CAM"
M. Söderqvist,Sweden,65,"RM, ST"
E. Martinez,Argentina,65,GK
M. Franke,Germany,65,"CB, CDM"
J. Jeggo,Australia,65,"CM, CDM"
J. Mattheij,Netherlands,65,CB
J. Ralls,England,65,"LM, CM, LB"
G. Comi,Italy,65,ST
P. Gazzaniga,Argentina,65,GK
M. Mak,Poland,65,"LM, RM, CAM"
Mattheus Oliveira,Brazil,65,"CM, CAM"
T. Hölscher,Germany,65,"RW, CAM"
C. Calvo,Mexico,65,CB
T. Murg,Austria,65,"LM, RM, CF, LW"
Pedro Paulo,Brazil,65,ST
R. Fiamozzi,Italy,65,"RB, RM"
I. Solovyev,Russia,65,LM
I. González,Mexico,65,RB
J. Nieto,Colombia,65,CAM
E. Chaux,Colombia,65,GK
G. Ortiz,Argentina,65,CB
Unai Garcia,Spain,65,CB
M. Perez,France,65,"CM, CDM"
L. Rinaldi,Argentina,65,ST
G. Culma,Colombia,65,"RM, CAM"
J. Gómez,Argentina,65,"RB, RM"
Óscar Whalley,Spain,65,GK
P. Ramírez,Venezuela,65,"CAM, LM"
Zé Paulo,Brazil,65,CAM
S. Mugoša,Montenegro,65,ST
Yann Rolim,Brazil,65,CAM
M. Diop,France,65,"RM, LM, ST"
D. Chávez,Mexico,65,CDM
Ença Fati,Guinea Bissau,65,"RW, LW"
A. Fall,France,65,"RB, LB"
M. Polster,United States,65,"CDM, RB"
S. Sissoko,France,65,ST
F. Zayed,Kuwait,65,CAM
Aquino,Spain,65,"ST, CF, CAM, RM"
L. Ayling,England,65,"CB, RB"
M. Milanović,Serbia,65,CB
N. Rigoni,Italy,65,CM
N. Ranger,England,65,ST
B. Sverrisson,Iceland,65,"CDM, CM"
R. Brosco,Italy,65,CB
E. Stevens,Republic of Ireland,65,LB
S. Ferguson,Northern Ireland,65,"LM, LB, LWB"
P. Farkas,Austria,65,"RM, RB, RW"
D. Disabato,Italy,65,"CM, RM"
T. Moutinho,Switzerland,65,"LM, RM"
J. Collins,Republic of Ireland,65,ST
A. Uludağ,Turkey,65,"LB, LW"
Dani Jiménez,Spain,65,GK
T. Parkes,England,65,CB
Lucas Porcar,Spain,65,"CAM, CF"
M. Możdżeń,Poland,65,"RB, RM"
A. Öden,Turkey,65,RB
Jonathan De Amo,Spain,65,CB
M. Amini,Australia,65,"CM, CAM, CDM"
G. Allison,Mexico,65,GK
B. Janeczek,Austria,65,"CB, RB"
A. Zotov,Russia,65,"CM, CDM"
A. Cerigioni,Belgium,65,"ST, CAM"
K. Freeman,Wales,65,"RB, LB"
F. Rønnow,Denmark,65,GK
A. Jug,Slovenia,65,GK
M. Alhassan,Ghana,65,"LB, LM"
M. Jeannin,France,65,GK
B. Sankoh,Guinea,65,"RB, CB"
A. Koura,France,65,"ST, RW, LW"
M. Vermijl,Belgium,65,"RB, LB"
C. Ramírez,Mexico,65,"LM, CAM"
J. Świerczok,Poland,65,"ST, CAM"
D. Bessa,Italy,65,"CAM, CM"
A. Kurdi,Saudi Arabia,65,"RB, RM"
R. Murawski,Poland,65,"CDM, CM"
M. Nkololo,DR Congo,65,CAM
A. Al Auichir,Saudi Arabia,65,GK
F. Tardieu,France,65,"CDM, CM"
F. Falco,Italy,65,"CF, CAM, RW"
Rubén Peña,Spain,65,RB
Luís Rocha,Portugal,65,LB
L. Woodberry,United States,65,"RB, CB"
K. Ayari,Tunisia,65,ST
B. Hernández,Mexico,65,"LB, CDM, CM, LM"
Y. Gordillo,Colombia,65,"CDM, CM"
F. Álvarez,Colombia,65,LB
H. Urrego,Colombia,65,CB
F. Saavedra,Chile,65,RW
L. Povea,Chile,65,"CM, CDM"
K. Mackiewicz,Poland,65,"LM, ST"
D. Miloc,Argentina,65,CM
A. Martínez,Argentina,65,"RM, RB"
N. Delporte,Belgium,65,LB
J. Gradit,France,65,"RB, CB"
I. Novoseltsev,Russia,65,"CB, LB"
M. Spano,France,65,CB
L. Colitto,Argentina,65,LW
V. Vasic,Serbia,65,GK
Sergio Marcos,Spain,65,"CM, CAM"
R. Albrahim,Saudi Arabia,65,"LM, RM, CAM"
David García,Spain,65,"CB, CDM"
S. Johnson,Liberia,65,ST
R. Arias,Uruguay,65,CB
G. Giménez,Argentina,65,CM
Omar Perdomo,Spain,65,"RM, LM, CAM, LW"
A. Zhirov,Russia,65,CB
J. Góralski,Poland,65,CM
O. Bayramoğlu,Turkey,65,"CM, LM, RM, ST"
R. Feltscher,Venezuela,65,"RB, LB"
J. Lecjaks,Czech Republic,65,"LB, LWB, LM"
C. Pérez,Mexico,65,CB
J. Mall,Switzerland,65,GK
A. Chicksen,England,65,"LB, RB"
J. Mills,England,65,"LB, LM"
A. White,Republic of Ireland,65,"LM, LB"
O. Jansson,Sweden,65,GK
P. Jagne,Gambia,65,"LB, LM"
M. Futács,Hungary,65,ST
E. Orrantía,Mexico,65,"RM, RB"
M. Vázquez,Mexico,65,ST
L. Madrigal,Mexico,65,ST
J. Siebenhandl,Austria,65,GK
S. Winnall,England,65,ST
D. Koukou,Benin,65,CDM
M. Pack,England,65,CM
A. Sbaffo,Italy,65,"CAM, CM"
F. Cuvelier,Belgium,65,"CM, CAM"
T. Eastman,England,65,CB
M. Ortega,Colombia,65,CAM
Ramon,Brazil,65,"CB, RB"
G. Breinburg,Aruba,65,CM
M. Hernandez,Guatemala,65,LB
A. Donnarumma,Italy,65,GK
Z. Valentin,United States,65,RB
A. Escoto,Mexico,65,RW
G. León,Mexico,65,"CB, LB"
Amido Baldé,Portugal,65,ST
C. Bickel,Germany,65,"RM, CAM, LM"
F. Lewis,Netherlands,65,"LW, RW, RB"
S. Auer,Austria,65,"RB, LB, CDM, CM"
N. Ansell,Australia,65,CB
P. Rakovsky,Germany,65,GK
B. Thoelke,Germany,65,CB
A. López,Honduras,65,CAM
S. Gündüz,Germany,65,"RM, LM, RW"
R. Meara,Republic of Ireland,65,GK
M. Bjørnbak,Norway,65,CB
Fran Sol,Spain,65,"ST, CF"
A. Hegazy,Egypt,65,CB
T. Lawrence,Wales,65,"LM, CF, ST"
A. Voglsammer,Germany,65,ST
V. Perales,Mexico,65,CB
Biel Company,Spain,65,"RB, LB"
Gonçalo Silva,Portugal,65,CB
A. Taylor-Sinclair,Scotland,65,"LB, LWB"
R. Gabriel,Nigeria,65,CDM
B. Bourigeaud,France,65,CM
C. Escobar,Chile,65,ST
N. Palacios,Colombia,65,CDM
A. Alegre,Argentina,65,"RB, CB"
P. Heredia,Argentina,65,GK
S. Hogan,England,65,ST
M. Caicedo,Ecuador,65,"RM, LM"
M. Mosquera,Colombia,65,LB
A. Vuletich,Argentina,65,ST
M. Vidal,Argentina,65,CM
Hebert,Brazil,65,CB
G. Campi,Argentina,65,CDM
P. Mullins,United States,65,ST
Pedro Ribeiro,Brazil,65,CF
T. McNamara,United States,65,"CAM, CM, LM"
Cai Huikang,China PR,65,CDM
S. Živec,Slovenia,65,"CAM, LM"
J. Jones,Trinidad & Tobago,65,"LB, LM"
H. Pehlivan,Turkey,65,LB
K. Kerschbaumer,Austria,65,"CAM, CM"
M. Jonjić,Croatia,65,CB
G. Zotov,Russia,65,"LB, RB"
Vasco Costa,Portugal,65,"ST, RM"
Ruca,Portugal,65,"LM, LB"
Cabral,Cape Verde,65,"CM, CDM"
M. Keita,Norway,65,"LM, LW"
G. Madine,England,65,ST
A. Mansally,Gambia,65,LB
M. Vigorito,Italy,65,GK
K. Álvarez,Mexico,65,CB
I. Gorbatenko,Russia,65,"LM, CAM, RM"
M. Pedersen,Denmark,65,"CB, RB"
A. Cisak,Australia,65,GK
D. Le Tallec,France,65,"CDM, CM, CAM, ST"
M. Smith,England,65,ST
B. Babiarz,Poland,65,"CDM, CM, CAM"
G. Snijders,Netherlands,65,RW
Mario Ortiz,Spain,65,"CDM, CM"
A. Grimaldi,Germany,65,ST
K. Appiah,Ghana,65,ST
A. Kolomeytsev,Russia,65,"LM, CDM, CM"
J. Sánchez,Mexico,65,"RM, RB"
C. Quaner,Germany,65,"ST, LM, RM"
J. Bøge,Denmark,65,RB
A. Tutte,England,65,CM
O. Gaona Lugo,Paraguay,65,LM
Pulido,Spain,65,CB
L. Laverone,Italy,65,"RW, RB"
R. Janicki,Poland,65,CB
N. Dussenne,Belgium,65,CB
A. Yasin,Iraq,65,RM
Anderson Carvalho,Brazil,65,"CM, CDM"
S. Wootton,England,65,"RB, CB"
A. Morgan,Canada,65,LB
G. Hall,England,65,CB
B. Samba,Congo,65,GK
U. Nwofor,Nigeria,65,ST
M. Thiede,Germany,65,LM
Y. Croizet,France,65,"LM, CAM"
D. Bulthuis,Netherlands,65,"LB, CB"
D. Djoković,Croatia,65,"CM, LM"
M. Campos Toro,Chile,65,LM
T. Meyer,United States,65,CB
Z. Diabaté,Ivory Coast,65,LB
V. Agardius,Sweden,65,LB
T. Pettersson,Sweden,65,"CDM, CB"
G. Joppen,Netherlands,65,RB
A. Fomitschow,Germany,65,"LB, LM"
Abel Molinero,Spain,65,"LM, ST, LW"
Gu Bon Sang,Korea Republic,65,"CDM, CM"
A. Alsdairy,Saudi Arabia,65,GK
J. Gómez,Argentina,65,CAM
Jeong Dong Ho,Korea Republic,65,"RB, LB"
J. Navrátil,Czech Republic,65,RW
W. Zimmerman,United States,65,CB
W. Lefèvre,France,65,CB
R. González,Chile,65,"LB, CB"
J. Roa,Colombia,65,CM
L. Parodi,Argentina,65,CM
R. Gattás,Chile,65,"ST, LW, RW"
J. Ortiz,Chile,65,"LM, LB"
E. Parnisari,Argentina,65,"CB, RB"
D. Torres,Chile,65,LB
C. Duvall,United States,65,RB
U. Vitas,Serbia,65,CB
J. Rodríguez,Paraguay,65,ST
S. Griesbeck,Germany,65,"CDM, CM"
Munir,Morocco,65,GK
C. Ivanobski,Argentina,65,"RM, RW, LW"
Iago,Brazil,65,"CB, RB"
D. Lemos,Argentina,65,CDM
M. Johnson,England,65,LM
B. Jović,Slovenia,65,"RB, RM"
N. Bubas,Argentina,65,"ST, RW"
Míchel Zabaco,Spain,65,CB
Fábio Ferreira,Portugal,65,"RW, RM"
M. Torrén,Argentina,65,CB
A. Pelagotti,Italy,65,GK
G. Mandjeck,Cameroon,65,"CDM, CB, CM, CAM"
K. Walker,Sweden,65,CM
A. Moris,Luxembourg,65,GK
G. Woods,England,65,GK
C. Gutiérrez,Mexico,65,"LWB, LB"
A. Stavpets,Russia,65,"ST, LM, RM"
A. Lippini,France,65,"RB, LB"
M. Platje,Netherlands,65,ST
C. Telo,Sweden,65,"LB, LM"
U. Eusepi,Italy,65,"ST, CF"
L. Castiglia,Italy,65,"CM, CDM"
A. Basta,Poland,65,RB
P. Madden,Republic of Ireland,65,"ST, RM"
V. Manceau,France,65,"RB, CDM"
J. Clarke,England,65,"RB, RWB, CB"
S. Hierländer,Austria,65,"CM, RM"
Ortuño,Spain,65,ST
R. Lentini,Argentina,65,ST
A. Zamora,Mexico,65,"CB, CDM"
N. Martínez,Paraguay,65,"CAM, ST"
J. Vunguidica,Angola,65,ST
D. Wotherspoon,Scotland,65,RM
E. Mæland,Norway,65,"CM, CDM"
C. Abraw,Togo,65,ST
A. Wittwer,Switzerland,65,"LB, LM"
Mejías,Spain,65,GK
M. Kalkowski,Poland,65,"CB, LB"
L. Boyce,Northern Ireland,65,ST
A. Solli,Norway,65,CB
J. Willis,United States,65,GK
Kim Soo Beom,Korea Republic,65,"LB, RB, RM"
Ko Moo Yeol,Korea Republic,65,"LW, CAM, LM"
Sin Se Gye,Korea Republic,65,"RB, RM, LB"
Shin Jin Ho,Korea Republic,65,"CAM, CM"
Lee Woong Hee,Korea Republic,65,"CB, RB"
D. Toia,United States,65,"LB, RB"
Yun Ju Tae,Korea Republic,65,"LM, RM, ST"
E. Gyasi,Netherlands,65,"RW, ST"
T. Savanier,France,65,"CAM, CM"
M. Antonsson,Sweden,65,ST
Ko Kwang Min,Korea Republic,65,"RM, LM"
D. Fällman,Sweden,65,CB
F. Boyer,France,65,"CB, LB"
P. Frick,Sweden,65,ST
D. Trela,Poland,65,GK
D. Tonetto,Argentina,65,LW
G. Torromino,Italy,65,"LW, RW, CF"
Lee Ki Je,Korea Republic,65,"LB, LM"
J. Geria,Australia,65,RB
T. Kemp,United States,65,LB
S. Willems,France,65,"LB, CB"
R. Caroca,Chile,65,"CDM, CM, CB"
L. Balbi,Argentina,65,LB
L. Leguizamón,Argentina,65,ST
O. Carniello,Argentina,65,CB
S. Silva,Chile,65,CB
C. Mena,Colombia,65,CB
A. Eriksson,Sweden,65,LB
A. Acosta,Colombia,65,CB
E. Oztumer,England,65,"CAM, LW, RW"
J. Iglesias,Uruguay,65,"CAM, RM"
S. Nhlapo,South Africa,65,"CDM, LB, LM"
Miguel Vieira,Portugal,65,CB
H. Skogseid,Norway,65,"RB, CB"
E. Børufsen,Norway,65,"LM, CM"
J. Skarz,England,65,"LB, CB"
P. de Wit,Germany,65,"CM, RM, LM"
Jéfferson,Brazil,65,ST
K. Treacy,Republic of Ireland,65,"LM, RM"
R. O'Donnell,England,65,GK
Víctor Díaz,Spain,65,"LB, RB"
L. Nestor,France,65,"CB, RB"
D. Bovenberg,Netherlands,65,RB
J. Simpson,England,65,ST
Jackson,Brazil,65,"RM, LM, RB"
F. Robert,France,65,"ST, RM, LM"
D. Chávez,Mexico,65,"LB, LWB"
Lee Kyu Ro,Korea Republic,65,"RB, RM, RW"
A. Katsaev,Russia,65,"CM, RM, LM, CDM"
A. Zaseev,Russia,65,"CDM, RB"
Sandro Manoel,Brazil,65,"CDM, CM"
L. Ali Abdi,Norway,65,"LW, CAM"
J. Fanchone,France,65,LB
R. Dejmek,Czech Republic,65,CB
R. Köse,Turkey,65,GK
M. Solheim,Norway,65,RB
H. Olvera,Mexico,65,LB
M. Cetnarski,Poland,65,"CAM, CM"
K. Alston,United States,65,"LB, RB"
J. Hall,United States,65,"LB, CDM"
D. Cruz,United States,65,"RW, LW"
Lee Jae Sung,Korea Republic,65,"CB, RB"
N. Saavedra,Chile,65,CB
C. Schösswendter,Austria,65,CB
D. Drocco,Argentina,65,"CM, CDM, CAM"
J. Raitala,Finland,65,"LB, RB"
G. Bunoza,Bosnia Herzegovina,65,"CB, LB"
K. D'Haene,Belgium,65,"LW, LM"
T. Moulin,France,65,"CM, CDM"
C. Wernitznig,Austria,65,"LM, RM"
Choi Bo Kyung,Korea Republic,65,"CDM, CB, CM"
Z. Anderson,Australia,65,CB
Igor Rossi,Brazil,65,"CB, LB"
F. Kaplan,Turkey,65,GK
V. Rykov,Russia,65,CB
A. Wenger,United States,65,LW
K. Steindórsson,Iceland,65,"LM, RM"
C. Mallace,Scotland,65,CDM
M. Satli,France,65,"LWB, RWB"
A. Rose,England,65,"CM, RM"
Éverton Luiz,Brazil,65,"CDM, CM"
S. Morabit,France,65,"ST, CF"
S. Karlsson,Sweden,65,RB
N. Lemus,Colombia,65,"RB, RM"
W. Zapata,Colombia,65,LM
S. Kutschke,Germany,65,ST
M. Vucinovic,Germany,65,"RM, RB, LM"
D. Björnquist,Sweden,65,"RB, LB"
A. Vargas,Colombia,65,CAM
L. Mulholland,England,65,CM
Cho Sung Jin,Korea Republic,65,"CB, CDM, RB"
Borja Lázaro,Spain,65,ST
J. Sánchez,Colombia,65,"CDM, CM"
Y. Boumediene,Belgium,65,"LM, RM"
M. Bagayoko,Ivory Coast,65,RB
Ferrán Giner,Spain,65,"LM, LB, LW"
M. Baran,Slovakia,65,"CB, RB"
M. Kruska,Germany,65,"CM, CDM"
M. Fraga,Mexico,65,GK
M. O'Connor,Northern Ireland,65,CM
E. Jónsson,Iceland,65,"CDM, CM"
S. Eastwood,England,65,GK
N. Sturgis,United States,65,"CDM, CM"
D. Chávez,Peru,65,ST
F. Grillo,Italy,65,LB
S. Church,Wales,65,ST
V. Skjerve,Norway,65,"RB, CB"
S. Kotysch,Germany,65,"CB, CDM"
A. Feick,Germany,65,"LB, LM"
A. Blanco,Mexico,65,GK
M. Dreyer,France,65,GK
J. Cétout,France,65,"RB, CDM"
S. Cantini,France,65,"RB, LB"
K. Erdoğan,Turkey,65,GK
Z. Ondrášek,Czech Republic,65,ST
B. Hušidić,Bosnia Herzegovina,65,"CM, RM, LM"
Y. Andreu,France,65,"RB, LB"
P. Klingmann,Germany,65,RB
S. Pal,India,65,GK
C. Hussey,England,65,"LB, LM, LWB"
C. Warner,United States,65,"CDM, CM"
A. Acosta,Mexico,65,"CM, CAM"
R. Cacérès,France,65,"CAM, ST"
B. Sulimani,Austria,65,"ST, RM, LM"
M. Appiah,Germany,65,RB
Alvaro Rey,Spain,65,"RM, LM"
J. Brovsky,United States,65,"LB, RB"
K. Baran,Poland,65,GK
G. Aprile,Uruguay,65,CDM
N. De Schutter,Belgium,65,"RB, CDM, LB"
Y. Mosquera,Colombia,65,CDM
H. Escobar,Colombia,65,GK
S. Rivera,Chile,65,"CM, RM"
F. Alarcón,Chile,65,"CB, RB"
C. Rigamonti,Argentina,65,GK
M. Arini,Italy,65,"CM, CDM"
O. Fernández,Mexico,65,CAM
C. Osmanpaşa,Turkey,65,"CB, RB"
E. Konyukhov,Russia,65,GK
C. Tissone,Argentina,65,CB
H. Canbazoğlu,Turkey,65,GK
E. Boyce,Barbados,65,"RB, CB"
J. McCombe,England,65,CB
A. Smith,England,65,"CDM, CM, ST"
D. Berg Hestad,Norway,65,CM
L. Guttridge,England,65,"CAM, CM"
S. Hammell,Scotland,65,LB
P. Kluge,Germany,65,"CDM, CM"
E. Ekobo,Cameroon,65,"CDM, CB"
J. Standfest,Austria,65,"RB, CDM"
O. Auriac,France,65,"CDM, CM"
J. Jönsson,Sweden,65,CB
P. Clarke,England,65,CB
N. Ferreira,Portugal,65,"RM, LM, RW, CAM"
D. Dunn,England,65,"CAM, CM"
A. Chambers,England,65,"CM, CDM"
J. Stewart,England,65,"LB, CB"
J. Murphy,Republic of Ireland,65,GK
P. Degen,Switzerland,65,"RB, RM"
D. Henderson,England,65,ST
L. Holmes,England,65,"RM, LM"
L. Price,Wales,65,GK
J. Tabb,Republic of Ireland,65,"LM, CM"
P. Platins,Germany,65,GK
R. Jovanović,Serbia,65,ST
P. Brożek,Poland,65,ST
M. Saganowski,Poland,65,"ST, CF"
Rubén Sanz,Spain,65,"CDM, CM"
J. Cardy,France,65,"CDM, CM"
M. Wölfli,Switzerland,65,GK
Armando,Spain,65,CB
I. Henderson,England,65,"ST, LM, RM, CAM"
J. Easter,Wales,65,"ST, LM"
R. Wellens,England,65,"CM, CDM"
T. Lahaye,France,65,"RB, LB"
A. Cebe,Turkey,65,RB
R. Stevenson,Scotland,65,"ST, CAM"
G. Gemiti,Germany,65,"LM, LB"
M. Yüce,Turkey,65,"CDM, CB"
I. McLeod,England,65,ST
K. Broadfoot,Scotland,65,"CB, RB"
Jung Jo Gook,Korea Republic,65,"ST, RW, CAM"
R. Colombo,Italy,65,"RB, LB, RM"
B. Carroll,United States,65,"CDM, CM"
M. Paro,Italy,65,"CM, CDM"
B. Wilson,England,65,RB
M. Stoll,Germany,65,CB
J. Campbell-Ryce,Jamaica,65,"RM, LM"
D. Fox,England,65,"CDM, CM"
C. Sprockel,Curacao,65,CB
N. Reo-Coker,England,65,"CDM, RB"
D. Gerken,England,65,GK
J. Menseguez,Argentina,65,ST
P. McCourt,Northern Ireland,65,"LM, RM, CAM"
P. Quinn,Scotland,65,"CB, RB"
S. Christensen,Denmark,65,"CM, CAM"
A. Kwiek,Poland,65,CAM
F. Costanzo,Argentina,65,GK
D. Vega,Argentina,65,"LM, CM"
M. Galarza,Argentina,65,RB
I. Furios,Argentina,65,CB
Cabrero,Spain,65,GK
Iñigo Ros,Spain,65,"CDM, CM"
Susaeta,Spain,65,"RM, RW, CAM"
Paredes,Spain,65,"LB, CB"
A. Ivanov,Russia,65,"RM, CM"
A. Dantsev,Russia,65,LB
A. Malarz,Poland,65,GK
M. Wiig,Norway,65,"ST, CAM"
A. Cordaz,Italy,65,GK
D. Collins,Wales,65,CB
J. Coppinger,England,65,"RM, RB"
T. Perkins,United States,65,GK
H. Bouazza,Algeria,65,"LM, CF, CAM"
C. Bourbos,Greece,65,RB
R. Jones,England,65,CB
K. Kotorowski,Poland,65,GK
D. Olsen,Denmark,65,"CM, RM"
L. Jessen,Denmark,65,LB
J. Borring,Denmark,65,LM
G. MacKenzie,Scotland,65,CB
A. El-Abd,Egypt,65,CB
M. Molina,Colombia,65,"CM, ST, CAM, RW"
M. M'Bami,Cameroon,65,"CDM, CM"
R. Kruys,Netherlands,65,"CDM, CM"
L. Nilsson,Sweden,65,"LW, ST"
T. Eriksson,Sweden,65,CM
Del Pino,Spain,65,"RM, LM, ST"
M. Palacios,Mexico,65,CB
S. Pirson,Germany,65,GK
M. Pestrin,Italy,65,"CDM, CM"
P. Ledesma,Argentina,65,CM
C. Lustenberger,Switzerland,65,LB
F. Evacuo,Italy,65,ST
D. Ramírez,Argentina,65,CAM
G. Turus,Argentina,65,CB
