short_name,nationality,overall,player_positions
R. Shirasaki,Japan,66,"LM, CM"
Jadson,Brazil,66,CB
C. Rismark,Norway,66,CB
N. Ravaglia,Italy,66,GK
A. Marin,France,66,CB
N. Bärkroth,Sweden,66,RM
M. Buchalik,Poland,66,GK
B. Inman,Australia,66,"LM, CAM"
G. Acosta,Mexico,66,"LM, LW"
N. Thompson,England,66,"RB, CB, CDM"
A. Taylor,Wales,66,CB
K. Pannewitz,Germany,66,"CM, CDM"
E. Larsson,Sweden,66,"RB, RM"
L. Palmer,Scotland,66,"RB, RWB"
D. Cappelletti,Italy,66,"CB, RB, CM"
A. Wittwer,Switzerland,66,"LB, LM"
S. Payne,England,66,ST
T. Leugers,Germany,66,"CDM, CM"
M. Ehmer,Germany,66,CB
A. Donnarumma,Italy,66,GK
Z. Valentin,United States,66,"LB, RB"
J. Willis,United States,66,GK
Borja Granero,Spain,66,"CDM, CB, CM"
K. Larsen,Norway,66,"LM, RM"
N. Peñailillo,Chile,66,"LB, LM"
Ryu Won Woo,Korea Republic,66,GK
B. Halloran,Australia,66,"RW, CAM"
Álex Barrera,Spain,66,"CM, CAM, CDM"
B. Blume,Denmark,66,"RM, LM"
K. Naismith,Scotland,66,"LM, CAM, ST"
J. Ojala,Finland,66,CB
Juan Cruz,Spain,66,"LB, LM"
E. Martinez,Uruguay,66,"CM, CAM"
Stéfano Pinho,Brazil,66,"ST, LW, CAM"
M. Matras,Poland,66,CDM
D. Steres,United States,66,"CB, RB"
C. Goodwin,Australia,66,"LW, LM"
T. Ebner,Austria,66,"CDM, CM, LB"
M. Endres,Germany,66,CB
D. Mast,Germany,66,"LM, LWB"
R. Vollath,Germany,66,GK
U. Taffertshofer,Germany,66,"CDM, CM, CB"
S. Al Muwallad,Saudi Arabia,66,"RB, RM"
I. González,Mexico,66,"RB, RM"
D. Powers,United States,66,CM
J. Ring,Sweden,66,"RM, LM"
H. Al Hazaa,Saudi Arabia,66,"ST, LM"
D. Asprilla,Colombia,66,RM
J. Abarca,Chile,66,"CB, RB, LB"
R. de la Fuente,Chile,66,LB
S. Hertner,Germany,66,"LB, LM"
F. Marković,Serbia,66,"RM, LM"
M. Milec,Slovenia,66,RB
R. Hollingshead,United States,66,"LB, RB, RM, LM"
H. Shipp,United States,66,"LM, RM, CAM"
T. Akindele,Canada,66,"ST, LM"
Jin Jingdao,China PR,66,"RM, LM"
P. Gladon,Netherlands,66,ST
K. van Veen,Netherlands,66,ST
H. El Sayed,Egypt,66,"LB, LWB"
H. Sönmez,Turkey,66,"ST, CF"
K. Mahlasela,South Africa,66,"CAM, RW, RM"
R. Caballero,Paraguay,66,ST
S. Akasaki,Japan,66,ST
D. Vega,Costa Rica,66,RW
C. Machado,Bolivia,66,CDM
K. Rodrigues Pires,Portugal,66,CM
M. Bär,Germany,66,"RM, ST"
N. Gauna,Argentina,66,"LM, LW"
C. Knett,Austria,66,GK
V. Pule,South Africa,66,"LW, LM, CAM"
L. Copete,Nicaragua,66,CB
T. Mohamad,Syria,66,CDM
D. Vaughan,Wales,66,"CDM, CM"
J. Jönsson,Sweden,66,CB
Nelson Ferreira,Portugal,66,"LM, RM, CAM"
E. Pettersen,Norway,66,GK
J. Bothroyd,England,66,ST
L. Camp,Northern Ireland,66,GK
L. Holmes,England,66,"LM, RM"
D. Haas,Germany,66,GK
Xisco Campos,Spain,66,"RB, CB"
D. Martin,England,66,GK
I. Henderson,England,66,"ST, LM, RM"
T. Mears,England,66,RB
Kim Yong Dae,Korea Republic,66,GK
R. Clark,United States,66,"CDM, CM"
A. Kruiswijk,Netherlands,66,"LB, CB"
A. Hadouir,Netherlands,66,"CAM, LM, ST"
D. Fox,England,66,"CDM, CM"
L. Michel,Mexico,66,GK
F. Torres,Mexico,66,"CM, CDM"
M. Ogasawara,Japan,66,"CDM, CM"
E. Jääger,Estonia,66,"CB, RB, LB"
M. Gelabert,Argentina,66,"CM, CDM"
D. Herner,Argentina,66,CB
S. Ağçay,Turkey,66,CDM
H. Hauger,Norway,66,"CDM, CM"
M. Doyle,Republic of Ireland,66,"CDM, CM"
K. Petersen,Denmark,66,CB
J. Borring,Denmark,66,LM
D. Bičík,Czech Republic,66,GK
T. Černý,Czech Republic,66,GK
H. Patronen,Finland,66,CB
A. Akinfenwa,England,66,ST
Manu,Switzerland,66,LB
Liu Jian,China PR,66,CB
W. Kvist,Denmark,66,CM
D. Edwards,Wales,66,"CM, CDM"
S. Supple,Republic of Ireland,66,GK
O. Rojas,Mexico,66,"RB, LB"
P. Leciejewski,Poland,66,GK
E. Ward,England,66,CB
R. Cierzniak,Poland,66,GK
K. Chiba,Japan,66,CB
B. Santalab,Australia,66,ST
C. Doyle,Republic of Ireland,66,GK
A. Taylor,England,66,"LB, LWB"
L. Frecklington,Republic of Ireland,66,CM
B. Alnwick,England,66,GK
F. Cosenza,Italy,66,CB
S. Anderson,Scotland,66,CB
T. McMahon,England,66,"RB, CDM"
S. Freis,Germany,66,"LM, ST"
B. Clarke,Republic of Ireland,66,"ST, CAM"
L. Janoszka,Poland,66,LM
Cho Yong Hyung,Korea Republic,66,CB
Kwak Tae Hwi,Korea Republic,66,CB
Hwang Jin Sung,Korea Republic,66,CM
D. Charles,England,66,CB
F. Nordkvelle,Norway,66,CM
C. Maguire,Scotland,66,"RM, LM, ST"
A. Grant,England,66,CM
M. Al Shalhoub,Saudi Arabia,66,"CAM, LM, CM"
K. Andersen,Belgium,66,"CAM, CM"
L. Martin,England,66,LM
A. Mintzel,Germany,66,LB
M. O'Connor,Northern Ireland,66,CM
M. Hughes,England,66,CB
A. Lithgow,Scotland,66,CB
D. Forde,Republic of Ireland,66,GK
R. O'Donovan,Republic of Ireland,66,ST
R. Miller,Costa Rica,66,"CB, LB"
F. Canales,Mexico,66,GK
L. Craig,Scotland,66,"CM, LM"
T. Spurr,England,66,"LB, CB"
R. Goreux,Haiti,66,RB
A. Kantari,Morocco,66,CB
M. Spelmann,Denmark,66,"RM, CM"
R. Schwartz,Denmark,66,ST
T. Diagouraga,France,66,"CM, CDM"
T. Charles,Argentina,66,"CB, LB"
A. Lienhart,Austria,66,"RB, RM, RWB"
Aitor,Spain,66,"RB, LB, CB"
P. McGowan,Scotland,66,"CM, CAM"
N. Law,England,66,"LM, CM"
J. Horn,Norway,66,CB
R. Boguski,Poland,66,RM
Kim Chang Soo,Korea Republic,66,"RB, RWB"
T. Danneberg,Germany,66,"CM, CAM, CDM"
Lee Sang Ho,Korea Republic,66,CM
B. Castillo,Colombia,66,GK
P. Gibaud,France,66,"LB, CB"
J. Arvidsson,Sweden,66,LB
F. Nimani,France,66,"ST, CF, LW"
G. Roberts,England,66,CAM
C. Taylor,England,66,"LM, RM"
K. Bülow,Germany,66,"CDM, CB"
R. Taylor,England,66,ST
A. Nordvik,Norway,66,"CB, LB"
J. Pierazzi,France,66,"CDM, CM"
N. Madonna,Italy,66,"RB, RM, RWB"
F. Della Rocca,Italy,66,CM
A. Cocco,Italy,66,ST
L. Trotter,England,66,"CM, CAM, CDM"
A. Marciniak,Poland,66,LB
J. Juelsgård,Denmark,66,"CB, LB"
J. Beckford,Jamaica,66,ST
O. Bozanic,Australia,66,"CM, CDM"
Isidoro,Spain,66,"RB, LB"
M. McKay,Australia,66,CM
H. Taniguchi,Japan,66,CB
Mao Jianqing,China PR,66,"LW, LM, ST, RM"
M. Drudi,Italy,66,"CB, RB"
J. Huyghebaert,Belgium,66,"LB, CB, LWB"
A. Angoula,France,66,CB
R. Grzyb,Poland,66,"CDM, RB"
V. Skjerve,Norway,66,CB
Zhang Wenzhao,China PR,66,"LM, RM"
B. Sævarsson,Iceland,66,RB
K. Pearce,Barbados,66,CB
J. Leutwiler,Canada,66,GK
M. Rubin,Italy,66,"LB, LM"
J. Jacobson,Wales,66,LB
A. Ogogo,England,66,"CM, CDM"
K. Engel,Kazakhstan,66,"LB, RB, CB"
E. Domaschke,Germany,66,GK
C. Ramsebner,Austria,66,CB
M. Kobras,Austria,66,GK
S. Mölders,Germany,66,ST
M. Sánchez,Argentina,66,"CDM, CM"
D. Gorter,Netherlands,66,CM
A. Jacobsen,Denmark,66,ST
M. Albertazzi,Italy,66,LB
L. Vácha,Czech Republic,66,"CDM, CM"
L. Guldan,Slovakia,66,CB
J. Karacan,Turkey,66,CM
N. Blackman,England,66,"RM, ST, LM"
S. Fischer,Netherlands,66,CB
J. Goossens,Netherlands,66,"CAM, RW, LW"
D. Phillips,Jamaica,66,LB
T. Teniste,Estonia,66,"RB, RWB"
S. Scannell,Republic of Ireland,66,RM
L. Kelly,Scotland,66,"CDM, CM"
M. Oxley,England,66,GK
T. Beltran,United States,66,RB
D. Horst,United States,66,CB
C. Cercado,Mexico,66,CB
Lee Yun Pyo,Korea Republic,66,CB
E. Pimentel,Mexico,66,CB
O. Mendoza,Mexico,66,RB
J. Ibarra,Mexico,66,"CM, CDM"
B. Easton,Scotland,66,LB
J. Dalé,France,66,ST
E. Butin,France,66,ST
A. Dercho,Germany,66,LB
Z. Janjić,Bosnia Herzegovina,66,CAM
Fábinho,Brazil,66,LB
K. Ilsø,Denmark,66,"ST, CAM"
S. Matuszek,Poland,66,"CDM, CM"
P. Pawlett,Scotland,66,"RM, CM, CAM, LM"
Júnior Negão,Brazil,66,"ST, RW"
C. Telo,Sweden,66,LB
M. Bruscagin,Italy,66,"CB, RB, LB"
F. Casarini,Italy,66,"CM, CDM"
N. Crovetto,Chile,66,LB
D. Templeton,Scotland,66,"LM, CM, ST"
M. Marshall,Jamaica,66,"RM, LM"
N. Toko,DR Congo,66,"CM, CDM, CAM"
M. Janota,Poland,66,"CAM, LM"
C. Tierney,United States,66,LB
J. Brayford,England,66,"RB, CB, RWB"
W. Thomas,England,66,ST
M. Abdellaoue,Norway,66,ST
D. Gustavsson,Sweden,66,"RM, LM, RB"
S. Williams,United States,66,"RB, LB"
R. Wallace,Costa Rica,66,"LM, LW"
M. Grella,United States,66,LM
J. Obika,England,66,ST
M. Sordell,England,66,"ST, RM"
Q. Amarikwa,United States,66,ST
S. McConville,England,66,LM
M. Machaj,Poland,66,"CAM, ST"
D. Jaković,Canada,66,CB
N. Hazazi,Saudi Arabia,66,ST
A. Falatah,Saudi Arabia,66,"LB, CB"
M. Inoha,Japan,66,"CB, RB, CDM, LB"
Lim Sang Hyub,Korea Republic,66,"LW, LM"
Kwak Kwang Sun,Korea Republic,66,CB
Ricardinho,Brazil,66,"ST, CAM"
Mario Ortíz,Spain,66,"CDM, CM"
A. Matuszczyk,Poland,66,"CM, CDM"
L. Novak,England,66,ST
Steven Vitória,Canada,66,CB
S. Ferguson,Northern Ireland,66,"LM, LB"
P. Kovář,Czech Republic,66,GK
A. Morleo,Italy,66,"LB, LM"
G. Merebashvili,Georgia,66,LM
C. Schösswendter,Austria,66,CB
P. Schürpf,Switzerland,66,"LM, LW, ST, RW"
M. Nizam,Turkey,66,"LB, CB"
J. Norwood,England,66,"ST, RM"
D. Wotherspoon,Canada,66,"RM, LM"
J. Mason,Republic of Ireland,66,"ST, RW"
A. Baclet,France,66,"ST, LW"
P. Funk,Germany,66,"CDM, RB"
B. Pringle,England,66,LM
L. Brown,England,66,LB
F. Guerrero,Ecuador,66,"LM, LW"
S. Moore,England,66,GK
Trujillo,Spain,66,CB
F. Farnolle,Benin,66,GK
U. Bangura,Sierra Leone,66,"CB, CDM"
M. Piossek,Poland,66,"RM, CAM, LM"
A. Straith,Canada,66,"CB, CDM, RB"
S. Diakité,Mali,66,"CM, CDM"
C. Warner,United States,66,"CDM, CM"
D. Stahl,Germany,66,"CDM, CM"
A. Bannink,Netherlands,66,"RM, CM"
S. Sinovic,United States,66,LB
C. Schuler,United States,66,CB
S. Clark,United States,66,GK
A. Acosta,Mexico,66,"LB, CM, RB"
S. Suciu,Romania,66,"CM, CDM"
K. Dawson,Republic of Ireland,66,"RM, CM"
M. Crimi,Italy,66,"CM, CDM"
Diego Maurício,Brazil,66,"LM, ST, LW"
Benja,Spain,66,ST
Jony Ñíguez,Spain,66,"CDM, CM"
G. Plet,Netherlands,66,ST
J. Bøge,Denmark,66,"RB, CB"
P. Pervan,Austria,66,GK
B. Coker,England,66,LB
O. Halvorsen,Norway,66,RM
L. Hutten,Netherlands,66,"CAM, LW, CM"
Park Jong Woo,Korea Republic,66,"CM, CDM"
T. Rühle,Germany,66,"RM, ST"
Fran Cruz,Spain,66,CB
M. Könnecke,Germany,66,"CAM, RM, CM"
N. Dumitru,Italy,66,"LM, ST, RM"
R. Janicki,Poland,66,CB
M. Slavov,Ukraine,66,ST
Pardo,Spain,66,"CB, CDM"
F. Furlan,Italy,66,"LM, CAM, RM"
J. Williams,United States,66,CB
R. Riski,Finland,66,"RW, LW"
A. Rodman,England,66,"LM, RM"
Manuel Sánchez,Spain,66,"CDM, CM"
M. Szczepaniak,Poland,66,"ST, RM"
D. Boo Wiklander,Sweden,66,CB
Park Jin Po,Korea Republic,66,"RM, LM"
Choi Bo Kyung,Korea Republic,66,CB
S. Brandstetter,Germany,66,ST
I. Ouédraogo,Burkina Faso,66,"ST, LM"
Y. Otsu,Japan,66,"LM, RM, CAM"
L. Martinelli,Italy,66,"CB, RB"
J. Omolo,Kenya,66,"CDM, CM"
L. Olum,Kenya,66,"CB, CDM"
N. Hasler,Liechtenstein,66,"RM, RWB, RB"
M. Mirić,Serbia,66,"ST, RM"
C. Lade,United States,66,"RB, LB"
A. Calello,Argentina,66,"CDM, CM"
H. Pertuz,Colombia,66,CB
R. Gaddis,United States,66,"LB, RB"
M. Mak,Poland,66,"LM, RM"
M. Mak,Poland,66,"RM, CAM"
F. Brillant,France,66,CB
N. Manfredini,Italy,66,GK
F. Bong,Cameroon,66,CB
D. Łukasik,Poland,66,"CDM, CM"
S. Sharahili,Saudi Arabia,66,"CDM, CM, RM"
A. Al Faraj,Saudi Arabia,66,"CDM, CM, RB, LB"
D. Rose,England,66,"CM, CDM"
A. Al Sahabi,Saudi Arabia,66,"CB, RB"
E. Sarraj,Saudi Arabia,66,"ST, RM, LM"
Hwang Seok Ho,Korea Republic,66,CB
G. Valverde,Bolivia,66,"RB, CB"
T. Gabuza,South Africa,66,ST
M. Lorenz,Germany,66,LM
J. Oumari,Lebanon,66,"CB, CDM"
M. Ahlschwede,Germany,66,"CB, RB"
A. Popa,Romania,66,"RM, LM"
D. Erdmann,Germany,66,"CDM, CB"
L. Paz,Colombia,66,CDM
C. Escobar,Chile,66,ST
C. Ayala,Colombia,66,CDM
M. Restrepo,Colombia,66,CDM
Y. Rivera,Colombia,66,"LM, ST, CAM"
A. Bernal,Colombia,66,"CDM, CM"
M. Figueroa,Argentina,66,"ST, RM"
G. Sandoval,Chile,66,"CDM, CM"
E. Godoy,Chile,66,CB
M. Ríos,Chile,66,"RM, CM"
F. Montero,Argentina,66,"CM, RM, CDM"
M. Bíttolo,Argentina,66,"LB, LWB"
J. Mansilla,Argentina,66,"CM, LM"
R. Festersen,Denmark,66,ST
M. Lepe,Chile,66,"CM, CDM, CAM"
P. Muñoz,Chile,66,RW
A. Medina,Argentina,66,"ST, RW, LW"
A. D'Angelo,Italy,66,"CM, LM"
A. González,Uruguay,66,"RB, CB"
A. Sušac,Croatia,66,CB
A. Doukha,Algeria,66,GK
G. Mencia,Paraguay,66,"CB, LB"
F. Ben Mustapha,Tunisia,66,GK
C. Diedhiou,Senegal,66,CB
João Silva,Portugal,66,ST
D. Mahmudov,FYR Macedonia,66,"LM, RM, CAM"
J. Cano,Colombia,66,"ST, LM"
L. Mulholland,England,66,"CM, CDM"
T. McNamara,United States,66,"LW, CM"
Song Boxuan,China PR,66,"LM, LB, RM"
K. Opseth,Norway,66,ST
B. Delacourt,France,66,"CB, RB, CDM"
F. Ciampichetti,Argentina,66,ST
A. Arrighini,Italy,66,ST
Lu Wenjun,China PR,66,"ST, RM, LM, CF"
Yin Hongbo,China PR,66,"RM, LM, CAM, CM"
F. Guichón,Uruguay,66,LM
S. Mpontshane,South Africa,66,GK
L. Saldaña,Colombia,66,LB
B. Emir,Turkey,66,LB
D. Gómez,Colombia,66,"RB, LB"
M. Riascos,Colombia,66,"RM, ST, LM"
S. Aasmundsen,Norway,66,"CM, CDM"
Jano,Spain,66,CDM
Dani Suárez,Spain,66,CB
Morillas,Spain,66,"LB, LWB, CB"
G. Pacheco,Chile,66,RB
A. Nalini,Italy,66,"LW, RM, ST, LM"
M. Perlak,Austria,66,"CAM, CDM"
Jailson Acuna,Brazil,66,GK
Narcisso Mau,Brazil,66,"LB, RB"
Botelhinonsa,Brazil,66,RB
Edenildo Lagoas,Brazil,66,"RB, CB"
Dilson Calegari,Brazil,66,"CAM, LM"
Nazario Serpe,Brazil,66,"CDM, CB"
Lorenzao Masca,Brazil,66,ST
Danilo Sacrio,Brazil,66,ST
Emílio Trevões,Brazil,66,"ST, LW"
Flávio Triginho,Brazil,66,ST
K. Kallaste,Estonia,66,LB
Lee Ho Seung,Korea Republic,66,GK
T. Takagi,Japan,66,"LM, CF"
H. Watanabe,Japan,66,CB
H. Okuno,Japan,66,"CM, CF"
K. Yonekura,Japan,66,RB
M. Guevgeozián,Armenia,66,ST
K. Oi,Japan,66,CB
Y. Toyoda,Japan,66,ST
Y. Takahashi,Japan,66,CDM
Fabio,Brazil,66,CB
K. Nakamachi,Japan,66,"CDM, CM"
T. Wada,Japan,66,"RB, LB"
H. Iikura,Japan,66,GK
Y. Maruyama,Japan,66,CB
H. Kawano,Japan,66,"RM, CAM"
S. Yamamoto,Japan,66,LB
R. Nagaki,Japan,66,"CDM, CM, LM"
A. Nakamura,Japan,66,"LM, RM"
M. Mihara,Japan,66,"CM, RM, CDM, LB"
K. Taketomi,Japan,66,"LM, ST"
K. Moriya,Japan,66,"CDM, RM, LM"
D. Kikuchi,Japan,66,LM
Josimar Feijoo,Brazil,66,CDM
D. Thopola,South Africa,66,"RB, CB"
A. Tanaka,Japan,66,"CAM, LM"
Ever Rodeiro,Brazil,66,"CAM, CM"
Raphael Doninho,Brazil,66,"CAM, LW"
Kauã Reisende,Brazil,66,"CAM, RW"
Luis Marleiro,Brazil,66,ST
T. Yamashita,Japan,66,CB
R. Seuntjens,Netherlands,66,"CM, CAM, ST"
R. Matsuda,Japan,66,RB
D. Frick,Germany,66,"CDM, CB"
M. Heider,Germany,66,"ST, RM, LM"
K. Gehring,Germany,66,CB
M. Röser,Germany,66,LM
D. Keita-Ruel,Germany,66,"ST, CF"
R. Eckardt,Germany,66,"CAM, LM, CM"
M. Wassey,Canada,66,CM
S. Scappini,Italy,66,ST
B. Jayiya,South Africa,66,"RW, RM, CM, CAM"
J. Sandoval,Uruguay,66,RB
R. Blanco,Argentina,66,CAM
A. Mulenga,Zambia,66,"ST, RW"
Basilio,Spain,66,GK
Diogo Santos,Portugal,66,"CDM, CM"
G. Rodríguez,Argentina,66,"RW, ST"
Corpas,Spain,66,RM
João Gabriel,Brazil,66,"CB, LB"
Z. Laaroubi,Morocco,66,GK
C. Feraud,Ecuador,66,"CDM, CM"
M. Booysen,South Africa,66,"CB, CDM"
C. Früchtl,Germany,65,GK
S. Diop,France,65,CAM
R. Nelson,England,65,RW
T. Chong,Netherlands,65,"RW, LW, CAM"
M. Sylla,France,65,ST
P. Daka,Zambia,65,ST
Y. Adli,France,65,"CM, CAM"
L. Pellegrini,Italy,65,LB
D. Jastrzembski,Germany,65,"LW, LM, CAM"
H. Chapman,England,65,"LW, LM"
S. Lo Faso,Italy,65,"CF, CAM, LW"
C. Gribbin,England,65,"CAM, LW, RW"
T. Edwards,England,65,"RB, RWB"
R. Massimo,Germany,65,RM
T. Adarabioyo,England,65,"CB, RB"
T. Roberts,Wales,65,"ST, LM"
T. Chalobah,England,65,"CB, CDM"
J. Dasilva,England,65,LB
J. Pérez,United States,65,RW
S. Niakaté,France,65,CB
M. Damsgaard,Denmark,65,"LW, ST"
L. Maina,Germany,65,"CAM, RM"
Marquinhos Cipriano,Brazil,65,RM
J. Bree,England,65,RB
Cristo González,Spain,65,"ST, LM, CAM"
J. Larsen,Denmark,65,"LM, LW, RM, RW"
R. Nyambe,Namibia,65,"RB, RWB, CB"
R. McCrorie,Scotland,65,"CDM, CB, RB"
Evander,Brazil,65,"CAM, CM"
E. Eze,England,65,"CAM, CM"
C. Paredes,Paraguay,65,CM
C. Giousis,Greece,65,"CAM, RM"
Luís Maximiano,Portugal,65,GK
M. Coppolaro,Italy,65,"RB, CB"
G. Castrovilli,Italy,65,"CAM, CM, LW"
B. Rovira,Colombia,65,CDM
L. Amos,England,65,"CM, CDM"
B. Mason,England,65,LB
Pol Valentín,Spain,65,"RB, RWB"
E. Demirović,Bosnia Herzegovina,65,ST
N. Manzambi,Switzerland,65,"ST, LW, RM"
M. Bakker,Netherlands,65,LB
G. Poussin,France,65,GK
João Moutinho,Portugal,65,"LB, CB"
A. Dobos,Hungary,65,CAM
V. Damascan,Moldova,65,ST
J. Whatmough,England,65,CB
A. Nübel,Germany,65,GK
Q. Braat,France,65,GK
K. Sanson,France,65,"LM, CDM"
S. Singh,New Zealand,65,"CAM, LW, CM"
A. Hadžiahmetović,Bosnia Herzegovina,65,"LM, CAM, CDM"
F. Troyansky,Argentina,65,"ST, LM"
A. Maksimenko,Russia,65,GK
N. Seufert,Germany,65,"CM, CDM"
J. Bellegarde,France,65,"CDM, CM"
F. Depaoli,Italy,65,"RM, CM, RB"
G. Togni,Argentina,65,"LW, LM, LB, CM"
J. Godínez,Mexico,65,ST
N. Guerra,Chile,65,ST
G. Koyalipou,France,65,"RM, ST"
A. Ba,France,65,"CM, RM, CDM"
J. Mejías,Venezuela,65,CB
M. McKenzie,United States,65,CB
J. Campuzano,Colombia,65,CDM
J. Bijol,Slovenia,65,"CDM, CM"
M. Ruiz,Mexico,65,"CAM, CM"
H. Adelakun,England,65,"RM, LM"
N. Körber,Germany,65,GK
R. Ledson,England,65,"CM, CAM, CDM"
S. Lovric,Austria,65,"CDM, CM"
C. Chaplin,England,65,"ST, CF"
J. Jones,England,65,"RM, LM"
I. Azzaoui,Belgium,65,"LM, ST, LW"
S. Pontisso,Italy,65,"CM, CDM"
K. Edwards,England,65,"LM, RM, CAM"
F. Reese,Germany,65,"ST, RW"
C. Martins Pereira,Luxembourg,65,"CDM, CB"
R. McGree,Australia,65,"CM, CDM"
G. Fechner,Germany,65,"CDM, CB"
Markel Areitio,Spain,65,GK
M. Senesi,Argentina,65,CB
L. Verstraete,Belgium,65,"CM, CAM, CDM"
F. Knudsen,Norway,65,CB
N. Lang,Netherlands,65,"LW, RW"
Pedro Silva,Portugal,65,GK
E. Hamilton,Scotland,65,"CM, CAM"
P. Jaeckel,Germany,65,CB
D. Marcandella,Italy,65,"CAM, RW, ST"
H. Gong,Nigeria,65,RW
N. Rusyn,Ukraine,65,ST
M. López,Peru,65,LB
M. Bennett,England,65,"ST, LM"
B. Cargill,England,65,CB
N. Haas,Switzerland,65,"CM, CDM"
P. Jaquez,Mexico,65,CB
T. Cantwell,England,65,CAM
E. Amor,Argentina,65,CB
J. Pohl,Denmark,65,ST
D. Arboleda,Colombia,65,CB
S. Daham,Algeria,65,"CAM, CM"
K. Boto,France,65,LB
H. Alpsoy,Turkey,65,"CDM, CM"
K. Davis,England,65,ST
R. Tarifeño,Chile,65,ST
Matheus Jesus,Brazil,65,"CDM, CM"
V. Janelt,Germany,65,"CM, CDM"
D. Jones,United States,65,CDM
V. Mantovani,Italy,65,CB
B. Passi,France,65,"CB, CDM"
V. Janjičić,Switzerland,65,"CDM, CM"
P. Sontheimer,Germany,65,CM
C. Ejuke,Nigeria,65,LW
S. Vasiliadis,Germany,65,"CAM, CM, RM"
Q. Maceiras,Switzerland,65,RB
A. Benchaib,Belgium,65,"CAM, LM, LW"
S. Hughes,England,65,CB
L. Fiordilino,Italy,65,"CM, LM"
N. Garmendia,Spain,65,"CAM, LW"
Borja Sánchez,Spain,65,"CAM, CM, LM"
E. Mwepu,Zambia,65,"CM, CAM, RM, CDM"
M. Lowe,England,65,"LB, LWB"
C. Rentería,Colombia,65,"CDM, CM"
G. Zelalem,United States,65,"CM, CAM, CDM"
G. Wüthrich,Switzerland,65,CB
A. Smith-Brown,England,65,"LB, LWB"
K. Veendorp,Netherlands,65,CB
D. Rodríguez,Argentina,65,CM
T. Walker,England,65,ST
L. Coyle,England,65,"RB, RWB"
A. Gersbach,Australia,65,LB
K. Kotsaris,Greece,65,GK
J. Devecchi,Argentina,65,GK
C. Trueman,England,65,GK
C. Lobos,Chile,65,"CDM, CM"
Pastrana,Spain,65,"LM, LW, RW"
J. Cullen,Republic of Ireland,65,CM
J. Piotrowski,Poland,65,"CDM, CAM, CM"
B. Rivero,Argentina,65,"CDM, CM"
L. Perdomo,Argentina,65,"CDM, CM"
Joni Montiel,Spain,65,"CAM, LM, RM"
D. Doekhi,Netherlands,65,CB
Léo Príncipe,Brazil,65,RB
Bruno Gomes,Brazil,65,ST
A. Krešić,Croatia,65,CB
N. Briasco,Armenia,65,"ST, RM"
S. Olsson,Sweden,65,CM
M. Thurnwald,Austria,65,"RB, RM"
K. Ford,United States,65,"CB, RB"
Erik Expósito,Spain,65,ST
U. Antuna,Mexico,65,RM
S. Dembele,Scotland,65,RM
T. Hadebe,Zimbabwe,65,"CB, LB"
B. Figueroa,Mexico,65,LM
A. Katranis,Greece,65,LB
Escriche,Spain,65,ST
Fabio González,Spain,65,"CM, CDM, CAM"
F. Apaolaza,Argentina,65,ST
B. Diaby,Spain,65,"CB, RB"
I. Zotko,Ukraine,65,CB
Aloísio,Brazil,65,"CB, CDM"
H. El Mokeddem,France,65,"RW, LM, CAM"
C. Benavídez,Uruguay,65,CDM
J. Willis,England,65,"CB, RB"
P. Azogue,Bolivia,65,"CM, CAM"
T. Lapslie,England,65,"CDM, CM"
C. Dawson,England,65,GK
L. Pavez,Chile,65,"LB, LM"
H. Bjørdal,Norway,65,"RM, LM, CF"
E. Capradossi,Italy,65,CB
L. O'Nien,England,65,CM
S. Szmodics,England,65,CAM
K. Dempsey,England,65,CM
H. Zapata,Colombia,65,"RM, CAM, LM"
L. Reed,England,65,"CM, CDM"
A. Brunst,Germany,65,GK
A. Cannon,England,65,"CM, RWB"
C. Colkett,England,65,CM
K. Vincent-Young,England,65,"LB, LWB, RB, RWB"
D. Atanga,Ghana,65,"RM, LM"
R. Mmaee,Belgium,65,ST
G. Melkadze,Russia,65,"LM, CAM"
J. Vitale,Argentina,65,"CDM, CM"
J. Dacres-Cogley,England,65,"RB, CB"
N. Kijewski,Germany,65,"LB, CB, CDM, RB"
M. Udol,France,65,LB
T. Ndenge,Germany,65,"CDM, CM"
Júnior Tavares,Brazil,65,LB
R. Williams,England,65,"RW, LW, CAM"
K. Miyahara,Japan,65,"RB, CB, CM, CDM"
N. Medvedev,Russia,65,GK
S. Palombi,Italy,65,"ST, LW, RW"
S. Çakır,Turkey,65,"RW, RM, ST, LW"
F. Ananou,Germany,65,"RB, CB"
L. Goujon,France,65,"CM, RB, CDM, LB"
M. Rojas,Paraguay,65,"LW, CM"
S. Tetteh,Ghana,65,ST
F. Pick,Germany,65,"RM, ST"
A. Al Joui,Saudi Arabia,65,"RW, CAM"
K. Broll,Germany,65,GK
B. Manu,Germany,65,"LM, CF, RM"
J. Álvarez,Argentina,65,"LM, RM"
R. Taylor,Finland,65,"RM, RWB"
O. Ba,Senegal,65,"CB, RB"
M. Ortíz,Argentina,65,RW
M. Estrada,Ecuador,65,ST
Aitor Ruibal,Spain,65,"RM, LM, ST"
G. Cortez,Ecuador,65,CAM
Lee Keun Ho,Korea Republic,65,ST
Álex Díez,Spain,65,RB
T. Borevković,Croatia,65,CB
F. Sakala,Zambia,65,"ST, LW, RW"
J. Méndez,Ecuador,65,CDM
M. Grimes,England,65,CM
